  -0.801    -0.598    37.709   107.867    -0.390 
  -0.824    -0.566    64.604   141.986    -0.027 
  -0.824    -0.567    56.468   130.197    -0.013 
  -0.823    -0.567    48.313   118.413     0.001 
  -0.823    -0.568    40.138   106.634     0.010 
  -0.823    -0.569    31.943    94.861     0.071 
  -0.845    -0.534    73.214   153.549     0.015 
  -0.845    -0.535    65.593   141.524     0.111 
  -0.845    -0.535    57.953   129.503     0.074 
  -0.844    -0.536    50.295   117.486    -0.025 
  -0.844    -0.536    42.617   105.475     0.081 
  -0.844    -0.537    34.920    93.467     0.256 
  -0.865    -0.503    59.467   128.853     0.061 
  -0.864    -0.503    52.314   116.618     0.018 
  -0.864    -0.504    45.144   104.388     0.101 
  -0.864    -0.504    37.955    92.162     0.182 
  -0.863    -0.505    30.748    79.940    -0.471 
  -0.884    -0.468    74.230   153.131    -0.055 
  -0.884    -0.468    67.626   140.688    -0.069 
  -0.883    -0.469    61.006   128.247     0.146 
  -0.883    -0.469    54.369   115.810     0.085 
  -0.883    -0.470    47.715   103.377     0.001 
  -0.883    -0.470    41.043    90.947     0.046 
  -0.901    -0.433    74.750   152.945     0.043 
  -0.901    -0.433    68.668   140.315     0.085 
  -0.901    -0.434    62.570   127.688     0.131 
  -0.901    -0.434    56.456   115.063     0.123 
  -0.900    -0.435    50.326   102.442     0.085 
  -0.918    -0.397    75.278   152.775     0.122 
  -0.918    -0.398    69.724   139.973     0.203 
  -0.917    -0.398    64.156   127.174    -0.077 
  -0.917    -0.398    58.574   114.378     0.168 
  -0.917    -0.399    52.976   101.584     0.146 
  -0.917    -0.399    47.364    88.793     0.074 
  -0.933    -0.360    75.812   152.620     0.183 
  -0.933    -0.361    70.794   139.663     0.067 
  -0.933    -0.361    65.763   126.708     0.064 
  -0.932    -0.362    60.719   113.755     0.161 
  -0.932    -0.362    55.661   100.805     0.011 
  -0.932    -0.362    50.589    87.856     0.273 
  -0.947    -0.323    76.352   152.480     0.238 
  -0.946    -0.323    71.877   139.384     0.126 
  -0.946    -0.323    67.389   126.289     0.220 
  -0.946    -0.324    62.889   113.196     0.112 
  -0.946    -0.324    58.376   100.105     0.057 
  -0.946    -0.325    53.852    87.015     0.168 
  -0.959    -0.284    76.898   152.357     0.243 
  -0.959    -0.284    72.970   139.137     0.227 
  -0.959    -0.285    69.031   125.918    -0.034 
  -0.958    -0.285    65.081   112.701    -0.023 
  -0.958    -0.286    57.148    86.271     0.140 
  -0.970    -0.245    77.449   152.250     0.161 
  -0.969    -0.245    74.073   138.922     0.048 
  -0.969    -0.246    70.687   125.596     0.102 
  -0.969    -0.246    67.292   112.271    -0.022 
  -0.969    -0.246    63.888    98.947     0.043 
  -0.969    -0.247    60.474    85.623     0.057 
  -0.979    -0.205    78.004   152.159     0.280 
  -0.979    -0.205    75.184   138.740     0.033 
  -0.979    -0.206    72.356   125.323     0.093 
  -0.979    -0.206    69.521   111.906     0.103 
  -0.979    -0.206    66.677    98.490     0.057 
  -0.978    -0.207    63.826    85.074     0.043 
  -0.986    -0.165    78.562   152.085     0.161 
  -0.986    -0.165    76.302   138.591     0.203 
  -0.986    -0.165    74.036   125.099     0.182 
  -0.986    -0.165    71.763   111.607     0.043 
  -0.986    -0.166    69.484    98.115    -0.006 
  -0.986    -0.166    67.198    84.624     0.149 
  -0.992    -0.124    79.124   152.027     0.223 
  -0.992    -0.124    77.426   138.475     0.177 
  -0.992    -0.124    75.724   124.924     0.073 
  -0.992    -0.124    74.017   111.373     0.109 
  -0.992    -0.125    72.305    97.823     0.085 
  -0.992    -0.125    70.588    84.274     0.224 
  -0.997    -0.083    79.687   151.985     0.168 
  -0.997    -0.083    78.554   138.392     0.227 
  -0.997    -0.083    77.418   124.799     0.158 
  -0.997    -0.083    76.278   111.207     0.083 
  -0.997    -0.083    75.136    97.615     0.161 
  -0.997    -0.083    73.990    84.023     0.071 
  -0.999    -0.041    80.251   151.960     0.294 
  -0.999    -0.042    79.684   138.342     0.042 
  -0.999    -0.042    79.116   124.724     0.199 
  -0.999    -0.042    78.546   111.107     0.037 
  -0.999    -0.042    77.974    97.489     0.069 
  -0.999    -0.042    77.401    83.872     0.085 
  -1.000     0.000    80.816   151.952     0.196 
  -1.000     0.000    80.816   138.325     0.335 
  -1.000     0.000    80.816   124.699     0.194 
  -1.000     0.000    80.816   111.073    -0.030 
  -1.000     0.000    80.816    97.448     0.126 
  -1.000     0.000    80.816    83.822     0.098 
  -0.999     0.041    81.382   151.960     0.316 
  -0.999     0.042    81.949   138.342     0.212 
  -0.999     0.042    82.517   124.724     0.266 
  -0.999     0.042    83.087   111.107     0.144 
  -0.999     0.042    83.658    97.489     0.137 
  -0.999     0.042    84.232    83.872     0.168 
  -0.997     0.083    81.946   151.985     0.273 
  -0.997     0.083    83.079   138.392     0.126 
  -0.997     0.083    84.215   124.799     0.098 
  -0.997     0.083    85.354   111.207     0.154 
  -0.997     0.083    86.497    97.615     0.092 
  -0.997     0.083    87.643    84.023     0.447 
  -0.997     0.084    88.792    70.432    -0.586 
  -0.992     0.124    82.509   152.027    -0.013 
  -0.992     0.124    84.207   138.475     0.352 
  -0.992     0.124    85.909   124.924     0.114 
  -0.992     0.124    87.616   111.373     0.135 
  -0.992     0.125    89.328    97.823     0.064 
  -0.992     0.125    91.045    84.274     0.252 
  -0.986     0.165    83.070   152.085     0.133 
  -0.986     0.165    85.331   138.591    -0.006 
  -0.986     0.165    87.597   125.099     0.193 
  -0.986     0.166    92.149    98.115     0.301 
  -0.979     0.205    83.629   152.159     0.001 
  -0.979     0.205    86.449   138.740     0.224 
  -0.979     0.206    89.277   125.323     0.168 
  -0.978     0.207    97.807    85.074     0.621 
  -0.970     0.245    84.184   152.250     0.001 
  -0.969     0.245    87.560   138.922     0.132 
  -0.969     0.247   101.159    85.623     0.419 
  -0.959     0.284    84.734   152.357     0.042 
  -0.959     0.284    88.663   139.137     0.161 
  -0.959     0.285    92.602   125.918     0.217 
  -0.958     0.285    96.552   112.701     0.210 
  -0.958     0.286   100.513    99.485     0.210 
  -0.958     0.286   104.485    86.271     0.417 
  -0.958     0.286   108.467    73.058    -0.062 
  -0.947     0.323    85.280   152.480     0.185 
  -0.946     0.323    94.244   126.289     0.220 
  -0.946     0.324    98.744   113.196     0.147 
  -0.946     0.324   103.257   100.105     0.224 
  -0.946     0.325   107.781    87.015     0.281 
  -0.933     0.360    85.821   152.620     0.043 
  -0.933     0.361    90.839   139.663     0.042 
  -0.933     0.361    95.870   126.708     0.125 
  -0.932     0.362   100.914   113.755     0.363 
  -0.932     0.362   105.972   100.805     0.287 
  -0.932     0.362   111.044    87.856     0.419 
  -0.932     0.363   116.129    74.910    -0.634 
  -0.918     0.397    86.355   152.775     0.070 
  -0.918     0.398    91.909   139.973     0.258 
  -0.917     0.398    97.477   127.174     0.307 
  -0.917     0.398   103.059   114.378     0.346 
  -0.917     0.399   108.657   101.584     0.057 
  -0.917     0.399   114.269    88.793     0.433 
  -0.901     0.433    86.883   152.945     0.090 
  -0.901     0.433    92.965   140.315     0.282 
  -0.901     0.434    99.063   127.688     0.245 
  -0.900     0.435   111.306   102.442     0.088 
  -0.900     0.435   117.452    89.823     0.433 
  -0.884     0.468    87.403   153.131     0.126 
  -0.884     0.468    94.007   140.688     0.244 
  -0.883     0.469   100.627   128.247     0.262 
  -0.883     0.469   107.264   115.810     0.280 
  -0.883     0.470   113.918   103.377     0.266 
  -0.883     0.470   120.590    90.947     0.210 
  -0.865     0.502    87.915   153.333     0.112 
  -0.865     0.502    95.032   141.091     0.236 
  -0.865     0.503   102.166   128.853     0.210 
  -0.864     0.503   109.319   116.618     0.294 
  -0.864     0.504   116.489   104.388     0.273 
  -0.864     0.504   123.678    92.162     0.238 
  -0.845     0.534    88.419   153.549     0.184 
  -0.845     0.535    96.040   141.524     0.210 
  -0.845     0.535   103.680   129.503     0.210 
  -0.844     0.536   111.338   117.486     0.172 
  -0.844     0.536   119.016   105.475     0.050 
  -0.844     0.537   126.713    93.467     0.234 
  -0.825     0.566    88.913   153.780     0.265 
  -0.824     0.566    97.029   141.986     0.286 
  -0.824     0.567   105.164   130.197     0.342 
  -0.823     0.567   113.320   118.413     0.217 
  -0.823     0.569   129.690    94.861     0.321 
  -0.803     0.596    89.397   154.025     0.121 
  -0.802     0.597    97.998   142.477     0.161 
  -0.802     0.597   106.620   130.935     0.214 
  -0.802     0.598   115.261   119.398     0.414 
  -0.801     0.598   123.924   107.867    -0.029 
  -0.801     0.599   132.607    96.341    -0.283 
  -0.780     0.626    89.871   154.284     0.123 
